표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7214430001","214430","아이쓰리시스템","아이쓰리시스템","i3system, Ind.","2015/07/30","KOSDAQ","주권","우량기업부","보통주","500","7106760"
"KR7040910002","040910","아이씨디","아이씨디","ICD Co., Ltd.","2011/08/05","KOSDAQ","주권","중견기업부","보통주","500","18574275"
"KR7368600003","368600","아이씨에이치","아이씨에이치","ICH Co., Ltd.","2022/07/29","KOSDAQ","주권","기술성장기업부","보통주","500","17538346"
"KR7456010008","456010","아이씨티케이","아이씨티케이","ICTK Co., Ltd.","2024/05/17","KOSDAQ","주권","기술성장기업부","보통주","500","13124496"
"KR7052860004","052860","아이앤씨테크놀로지","아이앤씨","I&C Technology Co., Ltd.","2009/10/06","KOSDAQ","주권","중견기업부","보통주","500","17862854"
"KR7010780005","010780","아이에스동서보통주","아이에스동서","IS DONGSEO","1986/01/27","KOSPI","주권",,"보통주","500","30186976"
"KR7095340006","095340","아이에스시","ISC","ISC Co., LTD.","2007/10/01","KOSDAQ","주권","우량기업부","보통주","500","21197058"
"KR7069920007","069920","아이에스이커머스","아이에스이커머스","ISE Commerce Company Limited","2007/12/05","KOSDAQ","주권","중견기업부","보통주","500","25826362"
"KR7038880001","038880","아이에이","아이에이","iA, Inc.","2000/04/27","KOSDAQ","주권","중견기업부","보통주","100","315334702"
"KR7307180000","307180","아이엘사이언스","아이엘사이언스","IL SCIENCE CO.,LTD.","2018/12/21","KOSDAQ","주권","벤처기업부","보통주","100","26701698"
"KR7101390003","101390","아이엠","아이엠","IM CO., LTD","2008/07/23","KOSDAQ","주권","중견기업부","보통주","500","9625837"
"KR7461030009","461030","아이엠비디엑스","아이엠비디엑스","IMBdx, Inc.","2024/04/03","KOSDAQ","주권","기술성장기업부","보통주","100","13992625"
"KR7052220001","052220","아이엠비씨","iMBC","iMBC Co., Ltd.","2005/01/21","KOSDAQ","주권","중견기업부","보통주","500","23000000"
"KR7456570001","456570","아이엠지티","아이엠지티","IMGT","2023/07/19","KONEX","주권","일반기업부","보통주","500","4938485"
"KR7451220008","451220","아이엠티","아이엠티","IMT Co.,Ltd.","2023/10/10","KOSDAQ","주권","기술성장기업부","보통주","500","7874611"
"KR7447690009","447690","아이오바이오","아이오바이오","AIOBIO","2022/12/28","KONEX","주권","일반기업부","보통주","500","2564067"
"KR7078860004","078860","아이오케이컴퍼니","아이오케이","IOKCOMPANY Co., Ltd.","2006/06/27","KOSDAQ","주권","중견기업부","보통주","500","4806323"
"KR7090150004","090150","아이윈","아이윈","iWIN","2006/10/20","KOSDAQ","주권","중견기업부","보통주","500","41875293"
"KR7123010001","123010","아이윈플러스","아이윈플러스","iWIN PLUS","2016/07/20","KOSDAQ","주권","기술성장기업부","보통주","500","32658542"
"KR7031310006","031310","아이즈비전","아이즈비전","EYESVISION CORPORATION","1997/07/25","KOSDAQ","주권","우량기업부","보통주","500","22843356"
"KR7185490000","185490","아이진","아이진","EyeGene,Inc","2015/11/16","KOSDAQ","주권","벤처기업부","보통주","500","27029784"
"KR7059100008","059100","아이컴포넌트","아이컴포넌트","i-Components Co., Ltd","2008/12/16","KOSDAQ","주권","벤처기업부","보통주","500","7070860"
"KR7149010001","149010","아이케이세미콘","아이케이세미콘","IK Semicon Co., Ltd","2014/11/14","KONEX","주권","일반기업부","보통주","500","3120000"
"KR7262840002","262840","아이퀘스트","아이퀘스트","IQUEST Co., Ltd.","2021/02/05","KOSDAQ","주권","벤처기업부","보통주","100","19290000"
"KR7175250000","175250","아이큐어","아이큐어","Icure Pharmaceutical Incorporation","2018/07/12","KOSDAQ","주권","기술성장기업부","보통주","500","37558368"
"KR7052460003","052460","아이크래프트","아이크래프트","iCRAFT Co., Ltd.","2005/01/03","KOSDAQ","주권","중견기업부","보통주","500","14607936"
"KR7119830008","119830","아이텍","아이텍","ITEK, Inc.","2010/10/26","KOSDAQ","주권","중견기업부","보통주","500","21434297"
"KR7052770005","052770","아이톡시","아이톡시","ITOXI Corp.","2002/08/22","KOSDAQ","주권","중견기업부","보통주","500","43979489"
"KR7124500000","124500","아이티센","아이티센","ITCEN CO., LTD.","2014/12/23","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","23204527"
"KR7372800003","372800","아이티아이즈","아이티아이즈","ITEYES Inc.","2021/11/11","KOSDAQ","주권","벤처기업부","보통주","500","6026990"
"KR7099520009","099520","아이티엑스에이아이","ITX-AI","ITX-AI Co., Ltd.","2009/12/22","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","45281824"
"KR7084850007","084850","아이티엠반도체","아이티엠반도체","ITM Semiconductor Co., Ltd","2019/11/07","KOSDAQ GLOBAL","주권","중견기업부","보통주","500","22682934"
"KR7114840002","114840","아이패밀리에스씨","아이패밀리에스씨","iFamilySC Co., Ltd.","2021/10/28","KOSDAQ","주권","벤처기업부","보통주","500","17201944"
"KR7139990006","139990","아주스틸보통주","아주스틸","AJUSTEEL","2021/08/20","KOSPI","주권",,"보통주","500","26452189"
"KR7027360007","027360","아주아이비투자","아주IB투자","AJU IB INVESTMENT CO., LTD.","2018/11/21","KOSDAQ","주권","우량기업부","보통주","500","120845406"
"KR7032080004","032080","아즈텍더블유비이","아즈텍WB","AZTECH WB CO., LTD","2000/10/26","KOSDAQ","주권","중견기업부","보통주","500","21491029"
"KR7013310008","013310","아진산업","아진산업","A-JIN INDUSTRY CO.,LTD","2015/12/22","KOSDAQ","주권","우량기업부","보통주","500","38806582"
"KR7059120006","059120","아진엑스텍","아진엑스텍","AJINEXTEK Co., Ltd.","2014/07/24","KOSDAQ","주권","벤처기업부","보통주","500","9748596"
"KR7158430009","158430","아톤","아톤","ATON Inc.","2019/10/17","KOSDAQ","주권","벤처기업부","보통주","100","22576635"
"KR7321820003","321820","아티스트유나이티드","아티스트유나이티드","Artist United","2021/02/03","KOSDAQ","주권","기술성장기업부","보통주","500","13366460"
"KR7149300006","149300","아퓨어스","아퓨어스","APURES","2019/09/03","KONEX","주권","일반기업부","보통주","500","43486252"
"KR7102950003","102950","아하","아하","AHA","2022/11/30","KONEX","주권","일반기업부","보통주","500","13121903"
"KR7001540004","001540","안국약품","안국약품","AHN-GOOK PHARMACEUTICAL Co., Ltd.","2000/06/15","KOSDAQ","주권","우량기업부","보통주","500","13042420"
"KR7053800009","053800","안랩","안랩","AHNLAB,INC.","2001/09/13","KOSDAQ","주권","우량기업부","보통주","500","10013855"
"KR7251280004","251280","안지오랩","안지오랩","AngioLab","2016/10/25","KONEX","주권","일반기업부","보통주","500","2989678"
"KR7065660003","065660","안트로젠","안트로젠","ANTEROGEN CO., LTD.","2016/02/15","KOSDAQ","주권","기술성장기업부","보통주","500","9731373"
"KR7297570004","297570","알로이스","알로이스","ALOYS Inc.","2018/07/20","KOSDAQ","주권","벤처기업부","보통주","100","34621218"
"KR7001780006","001780","알루코 보통주","알루코","ALUKO CO.,LTD.","2007/06/07","KOSPI","주권",,"보통주","500","96681632"
"KR7260660006","260660","알리코제약","알리코제약","KOREA ARLICO PHARM CO.,LTD.","2018/02/12","KOSDAQ","주권","우량기업부","보통주","500","15327021"
"KR7354320004","354320","알멕","알멕","ALMAC CO.,LTD","2023/06/30","KOSDAQ","주권","기술성장기업부","보통주","500","6391381"
"KR7361570005","361570","알비더블유","알비더블유","RBW Inc.","2021/11/22","KOSDAQ","주권","중견기업부","보통주","500","28635291"
"KR7131370009","131370","알서포트","알서포트","RSUPPORT Co., Ltd.","2011/01/05","KOSDAQ","주권","우량기업부","보통주","100","53267083"
"KR7140670001","140670","알에스오토메이션","알에스오토메이션","RS Automation Co., Ltd.","2017/08/11","KOSDAQ","주권","벤처기업부","보통주","500","9303140"
"KR7327260006","327260","알에프머트리얼즈","RF머트리얼즈","RF Materials","2019/12/24","KOSDAQ","주권","벤처기업부","보통주","500","8433231"
"KR7096610001","096610","알에프세미","알에프세미","RFsemi Technologies,Inc.","2007/11/20","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","17386411"
"KR7218410009","218410","알에프에이치아이씨","RFHIC","RFHIC CORPORATION","2015/06/30","KOSDAQ","주권","우량기업부","보통주","500","26484442"
"KR7061040002","061040","알에프텍","알에프텍","RFTECH CO., LTD","2002/05/16","KOSDAQ","주권","우량기업부","보통주","500","32089259"
"KR7148250004","148250","알엔투테크놀로지","알엔투테크놀로지","RN2 Technologies Co., Ltd.","2016/06/22","KOSDAQ","주권","벤처기업부","보통주","500","7391186"
"KR7347860009","347860","알체라","알체라","Alchera Inc.","2020/12/21","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","21550372"
"KR7196170005","196170","알테오젠","알테오젠","Alteogen Inc.","2014/12/12","KOSDAQ GLOBAL","주권","기술성장기업부","보통주","500","53011828"
"KR7123750002","123750","알톤","알톤","Alton","2010/07/02","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","12746297"
"KR7085810000","085810","알티캐스트","알티캐스트","Alticast Corporation","2013/12/06","KOSDAQ","주권","중견기업부","보통주","500","29685769"
"KR7117670000","117670","알파홀딩스","알파홀딩스","Alpha Holdings, Inc.","2010/09/17","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","39940137"
"KR7314140005","314140","알피바이오","알피바이오","RPbio Inc.","2022/09/29","KOSDAQ","주권","중견기업부","보통주","500","8666361"
"KR7291650000","291650","압타머사이언스","압타머사이언스","Aptamer Sciences Inc","2020/09/16","KOSDAQ","주권","기술성장기업부","보통주","500","16980252"
"KR7293780003","293780","압타바이오","압타바이오","Aptabio Therapeutics Inc.","2019/06/12","KOSDAQ","주권","기술성장기업부","보통주","500","22298866"
"KR7018250001","018250","애경산업보통주","애경산업","AEKYUNG INDUSTRIAL","2018/03/22","KOSPI","주권",,"보통주","1000","26409935"
"KR7161000005","161000","애경케미칼보통주","애경케미칼","AEKYUNG CHEMICAL","2012/09/17","KOSPI","주권",,"보통주","500","48648709"
"KR7390110005","390110","애니메디솔루션","애니메디솔루션","Anymedi","2022/12/21","KONEX","주권","일반기업부","보통주","500","9087297"
"KR7196300008","196300","애니젠","애니젠","ANYGEN CO., LTD.","2016/12/07","KOSDAQ","주권","기술성장기업부","보통주","500","6003387"
"KR7310200001","310200","애니플러스","애니플러스","ANIPLUS INC.","2018/12/21","KOSDAQ","주권","우량기업부","보통주","100","45520979"
"KR7299910000","299910","애닉","애닉","Anic","2018/12/03","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","4721384"
"KR7179530001","179530","애드바이오텍","애드바이오텍","ADBIOTECH Co.,Ltd.","2022/01/24","KOSDAQ","주권","기술성장기업부","보통주","500","9140444"
"USU652221081","900100","애머릿지코퍼레이션","애머릿지","Ameridge Corporation","2010/04/21","KOSDAQ","외국주권","외국기업(소속부없음)","보통주","1.5","42197899"
"KR7205500002","205500","액션스퀘어","액션스퀘어","Action Square Co., Ltd.","2014/11/12","KOSDAQ","주권","중견기업부","보통주","500","51928120"
"KR7052790003","052790","액토즈소프트","액토즈소프트","ACTOZ SOFT CO., LTD.","2001/08/14","KOSDAQ","주권","우량기업부","보통주","500","11330638"
"KR7290740000","290740","액트로","액트로","ActRo","2018/08/28","KOSDAQ","주권","벤처기업부","보통주","500","10065011"
"KR7238090005","238090","앤디포스","앤디포스","NDFOS Co., Ltd.","2016/10/12","KOSDAQ","주권","벤처기업부","보통주","500","23541303"
"KR7092600006","092600","앤씨앤","앤씨앤","NC& Co., Ltd.","2007/06/26","KOSDAQ","주권","벤처기업부","보통주","500","25083517"
"KR7129890000","129890","앱코","앱코","ABKO CO., LTD.","2020/12/02","KOSDAQ","주권","벤처기업부","보통주","100","50643410"
"KR7174900001","174900","앱클론 주식회사","앱클론","AbClon Inc.","2017/09/18","KOSDAQ","주권","기술성장기업부","보통주","500","16423321"
"KR7255440000","255440","야스","야스","YAS Co., Ltd","2017/09/29","KOSDAQ","주권","벤처기업부","보통주","500","13058000"
"KR7030960009","030960","양지사","양지사","Yangjisa","1996/10/24","KOSDAQ","주권","중견기업부","보통주","500","15980000"
"KR7102120003","102120","어보브반도체","어보브반도체","ABOV Semiconductor Co.,Ltd.","2009/06/05","KOSDAQ","주권","우량기업부","보통주","500","17780753"
"KR7263540007","263540","어스앤에어로스페이스","어스앤에어로스페이스","Earth & Aerospace Manufacturing","2017/09/15","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","14294091"
"KR7238120000","238120","얼라인드제네틱스","얼라인드","Aligned Genetics, Inc.","2016/11/03","KOSDAQ","주권","기술성장기업부","보통주","500","14378896"
"KR7224810002","224810","엄지하우스","엄지하우스","EOMJIHOUSE","2015/10/21","KONEX","주권","일반기업부","보통주","500","4200000"
"KR7019990001","019990","에너토크","에너토크","ENERTORK LTD.","2006/02/01","KOSDAQ","주권","중견기업부","보통주","500","9756088"
"KR7011090008","011090","에넥스보통주","에넥스","Enex","1995/07/08","KOSPI","주권",,"보통주","500","59991641"
"KR7270660004","270660","에브리봇 주식회사","에브리봇","EVERYBOT Inc.","2021/07/28","KOSDAQ","주권","벤처기업부","보통주","500","12231342"
"KR7038680005","038680","에스넷시스템","에스넷","S NET SYSTEMS.Inc","2000/04/27","KOSDAQ","주권","중견기업부","보통주","500","19549677"
"KR7137310009","137310","에스디바이오센서보통주","에스디바이오센서","SD Biosensor","2021/07/16","KOSPI","주권",,"보통주","500","124477353"
"KR7217480003","217480","에스디생명공학","에스디생명공학","SD BIOTECHNOLOGIES CO., LTD.","2017/03/02","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","109733141"
"KR7121890008","121890","에스디시스템","에스디시스템","SD system Co., Ltd","2010/07/16","KOSDAQ","주권","중견기업부","보통주","500","12686120"
"KR7099220006","099220","에스디엔","SDN","SDN Company Ltd.","2009/05/19","KOSDAQ","주권","중견기업부","보통주","500","56171811"
"KR7118000009","118000","에스메디보통주","에스메디","SMEDI","2009/12/30","KOSPI","주권",,"보통주","500","142777363"
"KR7304360001","304360","에스바이오메딕스","에스바이오메딕스","S.Biomedics Co., Ltd.","2023/05/04","KOSDAQ","주권","기술성장기업부","보통주","500","11427076"
"KR7289080004","289080","에스브이인베스트먼트","SV인베스트먼트","SV INVESTMENT CORPORATION","2018/07/06","KOSDAQ","주권","중견기업부","보통주","500","53234000"
"KR7389500000","389500","에스비비테크","에스비비테크","SBB TECH Co., Ltd.","2022/10/17","KOSDAQ","주권","기술성장기업부","보통주","500","6174904"
"KR7019550003","019550","에스비아이인베스트먼트","SBI인베스트먼트","SBI Investment KOREA Co., Ltd.","1989/09/06","KOSDAQ","주권","중견기업부","보통주","500","162066575"
"KR7034120006","034120","에스비에스보통주","SBS","SEOULBROADCASTINGSYSTEM","2003/06/25","KOSPI","주권",,"보통주","5000","18551238"
"KR7042110007","042110","에스씨디","에스씨디","SCD CO.,LTD.","2000/07/13","KOSDAQ","주권","우량기업부","보통주","500","48329564"
"KR7036120004","036120","에스씨아이평가정보","SCI평가정보","SCI Information Service Inc.","1999/12/07","KOSDAQ","주권","중견기업부","보통주","500","35500000"
"KR7246960009","246960","에스씨엘사이언스","SCL사이언스","SCL Science","2019/02/01","KOSDAQ","주권","기술성장기업부","보통주","500","7236830"
"KR7298060005","298060","에스씨엠생명과학","에스씨엠생명과학","SCM Lifescience Co., Ltd.","2020/06/17","KOSDAQ","주권","기술성장기업부","보통주","500","20467248"
"KR7065420002","065420","에스아이리소스","에스아이리소스","SI RESOURCES CO.,LTD.","2002/08/22","KOSDAQ","주권","중견기업부","보통주","100","71577299"
"KR7270210008","270210","에스알바이오텍","에스알바이오텍","SR biotek","2017/06/15","KONEX","주권","일반기업부","보통주","500","1242705"
